title,authors,categories,thumbnail,average_rating
Beauty,Robin McKinley,Juvenile Fiction,http://books.google.com/books/content?id=EaWWnkiShpIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05
A Robin McKinley Collection,Robin McKinley,Juvenile Fiction,http://books.google.com/books/content?id=XkFpPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.39
The Stone Fey,Robin McKinley,Juvenile Fiction,http://books.google.com/books/content?id=27oOAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.35
The Hero and the Crown,Robin McKinley,Fiction,http://books.google.com/books/content?id=cESw2xYEJwMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.21
Rose Daughter,Robin McKinley,Juvenile Fiction,http://books.google.com/books/content?id=RtiQPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77
Deerskin,Robin McKinley,Fiction,http://books.google.com/books/content?id=FsSLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89
Spindle's End,Robin McKinley,Children's stories,http://books.google.com/books/content?id=W6Ev84nWWFoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.8
Beauty,Robin McKinley,Fairy tales,http://books.google.com/books/content?id=mEY96FuKriUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05
Women Who Love Too Much,Robin Norwood,Alcoholics,http://books.google.com/books/content?id=_v6tu8Tpyq8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
Quivers,Robin Quivers,African Americans in radio broadcasting,http://books.google.com/books/content?id=3Fj1h-gIbUsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.51
Discover Your Destiny with the Monk Who Sold His Ferrari,Robin Sharma,Conduct of life,http://books.google.com/books/content?id=4hVbNc8rRfEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin Sharma,Health & Fitness,http://books.google.com/books/content?id=c_7mf7bAe6YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82
Awakening,Robin Wasserman,Juvenile Fiction,http://books.google.com/books/content?id=9lghcQodq5UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95
Betrayal,Robin Wasserman,Juvenile Fiction,http://books.google.com/books/content?id=ffPtAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97
The First Philosophers,Robin Waterfield,Philosophy,http://books.google.com/books/content?id=fiDWoqLUW9AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.93
The Non-designer's Web Book,Robin Williams;John Tollett,Computers,http://books.google.com/books/content?id=te0kAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.65
Medea,Robinson Jeffers,Greek drama (Tragedy),http://books.google.com/books/content?id=s0lmnH_2MBEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2
A Star Called Henry,Roddy Doyle,Dublin (Ireland),http://books.google.com/books/content?id=nLiacLHmhOsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83
The Barrytown Trilogy,Roddy Doyle,Fiction,http://books.google.com/books/content?id=FOoPLB_w-sEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.28
The Van,Roddy Doyle,Fiction,http://books.google.com/books/content?id=ZSQJy2tF2UAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94
The Rise of Christianity,Rodney Stark,Religion,http://books.google.com/books/content?id=HcFSaGvgKKkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.04
Little Miss Bad,Roger Hargreaves,Children's stories,http://books.google.com/books/content?id=4IgNAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89
Little Miss Birthday,Roger Hargreaves,Juvenile Fiction,http://books.google.com/books/content?id=FdcN0Drotd0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
Mr. Jelly and the Pirates,Roger Hargreaves,Juvenile Fiction,http://books.google.com/books/content?id=bM_jAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82
The Science of Harry Potter,Roger Highfield,Magic,http://books.google.com/books/content?id=0VCgNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04
The Road to Reality,Roger Penrose,Science,http://books.google.com/books/content?id=coahAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1
Proust's Way: A Field Guide to In Search of Lost Time,Roger Shattuck,Literary Criticism,http://books.google.com/books/content?id=kkTfpVC4pO8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.92
Lord of Light,Roger Zelazny,Fiction,http://books.google.com/books/content?id=08b2Nzn-mRUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1
The Great Book of Amber,Roger Zelazny,Fiction,http://books.google.com/books/content?id=_Z93A1ltySIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.3
Forever After,Roger Zelazny,Fiction,http://books.google.com/books/content?id=H9edPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.71
Changeling,Roger Zelazny,Fiction,http://books.google.com/books/content?id=6Zo8PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72
Manna from Heaven,Roger Zelazny;Steven Brust;Scott Zrubeck,Fiction,http://books.google.com/books/content?id=GhIRPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95
A fine balance,Rohinton Mistry,Fiction,http://books.google.com/books/content?id=R5EfAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.36
A Fine Balance,Rohinton Mistry,Fiction,http://books.google.com/books/content?id=Ct6E1SONSGEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.36
The Responsibility of Forms,Roland Barthes,Literary Criticism,http://books.google.com/books/content?id=XTLuwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94
Always Enough,Rolland Baker;Heidi Baker,Religion,http://books.google.com/books/content?id=oPYCNFCUbGwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.45
There is Always Enough,Rolland Baker;Heidi Baker,Church work with the poor,http://books.google.com/books/content?id=H-AMAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.45
Christian Mythmakers,Rolland Hein,Literary Criticism,http://books.google.com/books/content?id=rojQNAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93
Alexander Hamilton,Ron Chernow,Biography & Autobiography,http://books.google.com/books/content?id=4PeiDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.24
The House of Morgan,Ron Chernow,Biography & Autobiography,http://books.google.com/books/content?id=MBqrkKYOQnQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07
Titan,Ron Chernow,Biography & Autobiography,http://books.google.com/books/content?id=fn9X6JonsgwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19
Saints at the River,Ron Rash,Fiction,http://books.google.com/books/content?id=YlTVmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.8
Chemistry and Other Stories,Ron Rash,Fiction,http://books.google.com/books/content?id=lyFJyJXwL30C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19
Eureka Mill,Ron Rash,Poetry,http://books.google.com/books/content?id=WHFVPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22
The School Skeleton,Ron Roy,Juvenile Fiction,http://books.google.com/books/content?id=u8tvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99
Mayflower Treasure Hunt,Ron Roy,Juvenile Fiction,http://books.google.com/books/content?id=1DCQ-_PWKksC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.18
That Godless Court?,Ronald Bruce Flowers,Religion,http://books.google.com/books/content?id=kjLLlS9hWmYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.54
Anesthesiology Review,Ronald J. Faust;Roy F. Cucchiara,Medical,http://books.google.com/books/content?id=OzVyQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.64
Strangers from a Different Shore,Ronald Takaki,History,http://books.google.com/books/content?id=HcSSQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12
The Norton Anthology of Short Fiction,Ronald Verlin Cassill;Richard Bausch,Fiction,http://books.google.com/books/content?id=P-v9GgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
The Cursed One,Ronda Thompson,Fiction,http://books.google.com/books/content?id=MGGBfPjVRo0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02
Call of the Moon,Ronda Thompson,Fiction,http://books.google.com/books/content?id=Mm0AAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.74
Girls who Wore Black,Ronna Johnson;Nancy McCampbell Grace,Literary Criticism,http://books.google.com/books/content?id=4AfkN_6r3WoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.66
The Golden Tulip,Rosalind Laker,Fiction,http://books.google.com/books/content?id=iVO7vYwcCKYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92
"Isolde, Queen of the Western Isle",Rosalind Miles,Fiction,http://books.google.com/books/content?id=DPzVBAQDoHwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.65
Lands of Promise and Despair,Rose Marie Beebe;Robert M. Senkewicz,History,http://books.google.com/books/content?id=q7e5opHZO7IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69
Music & Silence,Rose Tremain,Fiction,http://books.google.com/books/content?id=1MwkLA1GrtgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.95
Let the Hurricane Roar,Rose Wilder Lane,Families,http://books.google.com/books/content?id=xmQ-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96
CliffsNotes on Hansberry's A Raisin in the Sun,Rosetta James,Literary Criticism,http://books.google.com/books/content?id=MJYodwuvvXYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9
In the Kitchen with Rosie,Rosie Daley,Cooking,http://books.google.com/books/content?id=GR41sSVe84gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.03
Rainforest Home Remedies,Rosita Arvigo;Nadine Epstein,Health & Fitness,http://books.google.com/books/content?id=DLnwOX0FlYEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12
Cast a Yellow Shadow,Ross Thomas,Fiction,http://books.google.com/books/content?id=iQdBJwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95
Harry Potter and the Chamber of Secrets (Book 2),"Rowling, J.K.",Juvenile Fiction,http://books.google.com/books/content?id=ZTE0BgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.41
Harry Potter and the Order of the Phoenix (Book 5),"Rowling, J.K.",Juvenile Fiction,http://books.google.com/books/content?id=OIJ5BgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.49
Harry Potter and the Sorcerer's Stone (Book 1),"Rowling, J.K.",Juvenile Fiction,http://books.google.com/books/content?id=9jA0BgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.47
Harry Potter and the Prisoner of Azkaban (Book 3),"Rowling, J.K.",Juvenile Fiction,http://books.google.com/books/content?id=IZN5BgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.55
Harry Potter and the Half-Blood Prince (Book 6),"Rowling, J.K.",Juvenile Fiction,http://books.google.com/books/content?id=QzI0BgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.56
Conan,Roy Thomas;Todd McFarlane;Robert Ervin Howard,Art,http://books.google.com/books/content?id=vstsAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93
"The Poet, the Warrior, the Prophet",Rubem A. Alves,Religion,http://books.google.com/books/content?id=VTZBPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.43
Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,Cooking,http://books.google.com/books/content?id=bVf9SQKUumgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09
A Framework for Understanding Poverty,Ruby K. Payne,People with social disabilities,http://books.google.com/books/content?id=qUkuAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9
Kim,Rudyard Kipling,Fiction,http://books.google.com/books/content?id=Sv17gAK1DhoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72
Little Plum,Rumer Godden,Juvenile Fiction,http://books.google.com/books/content?id=bCnOJnTP0Z8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22
Thursday's Children,Rumer Godden,Juvenile Fiction,http://books.google.com/books/content?id=qUGk_DwNZokC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.27
An Episode of Sparrows,Rumer Godden,Juvenile Fiction,http://books.google.com/books/content?id=wLgdpV170wgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2
Maison Ikkoku,Rumiko Takahashi,Comics & Graphic Novels,http://books.google.com/books/content?id=-CpgQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.35
Ranma 1/2,Rumiko Takahashi,Comics & Graphic Novels,http://books.google.com/books/content?id=uboVagoLxbwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08
Lum Urusei Yatsura,Rumiko Takahashi,Comics & Graphic Novels,http://books.google.com/books/content?id=jbcCAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99
Inuyasha Ani-Manga,Rumiko Takahashi,Comics & Graphic Novels,http://books.google.com/books/content?id=mf55sDvRqG4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.36
Ranma 1/2,Rumiko Takahashi,Comics & Graphic Novels,http://books.google.com/books/content?id=uWi2bwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12
The Zen Gardening Kit,Running Press,Gardening,http://books.google.com/books/content?id=jSzoTA69sMgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.21
Continental Drift,Russell Banks,Fiction,http://books.google.com/books/content?id=VDRLPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
Success Stories,Russell Banks,Fiction,http://books.google.com/books/content?id=bGIs7R90isEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72
Cloudsplitter,Russell Banks,Fiction,http://books.google.com/books/content?id=gri4AX2RVSEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9
The Darling,Russell Banks,Fiction,http://books.google.com/books/content?id=NlC2QKgJY4kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78
A Birthday for Frances,Russell Hoban,Badgers,http://books.google.com/books/content?id=wJ1xPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22
The Sea-thing Child,Russell Hoban,Birds,http://books.google.com/books/content?id=CEt9OQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79
The Turtle Diary,Russell Hoban,Fiction,http://books.google.com/books/content?id=oSD53x_ZlZMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4
Pilgermann,Russell Hoban,Crusades,http://books.google.com/books/content?id=W-Fij5nmKwkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
Riddley Walker,Russell Hoban,Canterbury (England),http://books.google.com/books/content?id=2DzwArTXKRIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03
A Near Thing for Captain Najork,Russell Hoban,Inventions,http://books.google.com/books/content?id=XCNQ0jRHtKIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2
The Mouse and His Child,Russell Hoban;David Small,Juvenile Fiction,http://books.google.com/books/content?id=N32kGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97
How Tom Beat Captain Najork and His Hired Sportsmen,Russell Hoban;Quentin Blake,Juvenile Fiction,http://books.google.com/books/content?id=JIZLFGjjxZ8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.27
You are Being Lied to,Russell Kick,Language Arts & Disciplines,http://books.google.com/books/content?id=KALsz08ijnkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
The Island At The Center Of The World,Russell Shorto,History,http://books.google.com/books/content?id=2oSJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13
Marching Powder,Rusty Young,Cocaine industry,http://books.google.com/books/content?id=rfFohfHH1RcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.25
Charles Taylor,Ruth Abbey;Lecturer in Philosophy Ruth Abbey;Cambridge University Press,History,http://books.google.com/books/content?id=WXm2NF-TXrgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.6
Medicus and the Disappearing Dancing Girls,Ruth Downie,Detective and mystery stories,http://books.google.com/books/content?id=VIWeOAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.73
Many Luscious Lollipops,Ruth Heller,Juvenile Nonfiction,http://books.google.com/books/content?id=1jgyPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06
"Mine, All Mine",Ruth Heller,Juvenile Nonfiction,http://books.google.com/books/content?id=KHfYAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07
Fantastic! Wow! and Unreal!,Ruth Heller,Juvenile Nonfiction,http://books.google.com/books/content?id=kzEsAgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.21
My Year of Meats,Ruth L. Ozeki,Fiction,http://books.google.com/books/content?id=mtl3DQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95
Comfort Me With Apples,Ruth Reichl,Biography & Autobiography,http://books.google.com/books/content?id=keNpY0wUmocC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03
The Languages of Tolkien's Middle-earth,Ruth S. Noel,Fiction,http://books.google.com/books/content?id=vJGaZNvAqoUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97
Dewdrops on a Lotus Leaf,Ryōkan;John Stevens,Poetry,http://books.google.com/books/content?id=mIxUTxblX6kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.56
The Last Shogun,Ryotaro Shiba,Fiction,http://books.google.com/books/content?id=b_7ZdfGzHFsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.74
"That was Then, this is Now",S. E. Hinton,Juvenile Fiction,http://books.google.com/books/content?id=l7XQD-EfgFMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.91
The Outsiders,S. E. Hinton,Alienation (Social psychology),http://books.google.com/books/content?id=LOnpPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08
Hawkes Harbor,S. E. Hinton,Fiction,http://books.google.com/books/content?id=rCYqkxt7G34C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.13
The Outsiders,S. E. Hinton;Jodi Picoult,Fiction,http://books.google.com/books/content?id=9PyIPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08
The Ship Avenged,S. M. Stirling,Fiction,http://books.google.com/books/content?id=rJ0LAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06
Sex For Dummies,Sabine Walter,Self-Help,http://books.google.com/books/content?id=iDHcCCZ4ehcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.62
On Christian Belief,Saint Augustine,Religion,http://books.google.com/books/content?id=bWsIsGYTkREC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09
The Confessions of St. Augustine,Saint Augustine (Bishop of Hippo.);Saint Augustine of Hippo;Joseph Mary Leleu,Biography & Autobiography,http://books.google.com/books/content?id=jRkLAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.91
On Genesis,Saint Augustine (of Hippo),Religion,http://books.google.com/books/content?id=ZAhExQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94
Restless Till We Rest in You,"Saint Augustine, Bishop of Hippo;Thomas Paul Thigpen",Religion,http://books.google.com/books/content?id=nREGAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.67
A Commentary Upon the Gospel According to S. Luke,Saint Cyril (patriarch of Alexandria),History,http://books.google.com/books/content?id=MclsyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.59
